description,prix,code,marque,date
Farine tout usage,6.0,20650915_EA,sans nom,2019-07-14 23:25
Farine non blanchie,6.0,20618793_EA,sans nom,2019-07-14 23:25
Farine de blé entier,6.0,20618800_EA,sans nom,2019-07-14 23:25
Farine sans gluten,6.49,20955536_EA,Robin Hood,2019-07-14 23:25
Farine de blé entier à pâtisserie Milanaise,6.98,20112527_EA,None,2019-07-14 23:25
Maïs jaune à éclater biologique,6.98,20923820_EA,Central Roast,2019-07-14 23:25
Sucre à glacer,1.68,20674456_EA,Lantic,2019-07-14 23:26
Guimauves géantes,2.0,21023141_EA,sans nom,2019-07-14 23:26
Cubes de sucre blanc,2.17,20795981_EA,Lantic,2019-07-14 23:26
guimauves à saveur d'érable,2.48,21008975_EA,le Choix du Président,2019-07-14 23:26
Sucre jaune brillant,2.48,20016320_EA,Lantic,2019-07-14 23:26
Sucre granulé,2.48,20145033_EA,Lantic,2019-07-14 23:26
Graines de Citrouille Crues et Non Salées,2.48,21093267_EA,sans nom,2019-07-14 23:26
Sucre à glacer,2.48,20097340_EA,Lantic,2019-07-14 23:26
Sucre Demerara,2.48,20087098_EA,Rogers,2019-07-14 23:26
Sucre brun à l’ancienne,2.78,20169394_EA,Lantic,2019-07-14 23:26
mélange de grains anciens et de super graines,2.98,21024184_EA,le Choix du Président,2019-07-14 23:26
Sucre ambré, brut,2.99,20604212_EA,Béghin Say,2019-07-14 23:26
Mélasse de fantaisie,2.99,20664416_EA,le Choix du Président,2019-07-14 23:26
Sachets de sucre,3.29,20999054_EA,Lantic,2019-07-14 23:26
Cubes de sucre de plantation Raw,3.49,20796105_EA,Lantic,2019-07-14 23:26
Édulcorant en sachets,3.58,20120495_EA,Sugar Twin,2019-07-14 23:26
Édulcorant en sachets,3.76,20166921_EA,sans nom,2019-07-14 23:26
Sucre à l'état brut turbiné naturel en pot,3.77,20707855_EA,In The Raw,2019-07-14 23:26
Stévia biologique,3.98,21050482_EA,Wholesome Sweeteners,2019-07-14 23:26
Mélange pour confitures,3.98,21124891_EA,Lantic,2019-07-14 23:26
Sucre super fin,3.99,21124844_EA,Lantic,2019-07-14 23:26
Édulcorant sans calories,4.0,20788628_EA,sans nom,2019-07-14 23:26
Sweet 'n Low sucrant,4.0,20707391_EA,Sweet’N Low,2019-07-14 23:26
Sucre In The Raw,4.27,20794547_EA,In The Raw,2019-07-14 23:26
Sachets de stévia,4.48,21030504_EA,le Choix du Président,2019-07-14 23:26
Sucre brut,4.69,20148743_EA,Rogers,2019-07-14 23:26
édulcorant sans calories de source naturelle stevia,4.98,21022010_EA,le Choix du Président,2019-07-14 23:26
Sucre brun brillant,4.98,20077565_EA,Lantic,2019-07-14 23:26
Édulcorant en sachets,5.28,20055455_EA,Sugar Twin,2019-07-14 23:26
Édulcorant à base d’extrait de feuilles de stevia,5.29,20814206_EA,Rogers,2019-07-14 23:26
Sucre granulé,5.48,20081052_EA,Lantic,2019-07-14 23:26
Sucre de noix de coco,5.49,20997484_EA,Lantic,2019-07-14 23:26
�dulcorant liquide au st�via Splenda,5.98,21155700_EA,Splenda,2019-07-14 23:26
Mélange de cassonade,5.99,20982548_EA,Splenda,2019-07-14 23:26
Granulé Édulcorant Sans Calorie,5.99,20163948_EA,Equal,2019-07-14 23:26
Édulcorant en granulés,5.99,20982553_EA,Splenda,2019-07-14 23:26
Cassonade dorée biologique,5.99,20907065_EA,Caesars Tea,2019-07-14 23:26
Mélasse, qualité fantaisie,6.28,20664405_EA,Crosby’s,2019-07-14 23:26
Stévia biologique,6.48,20899590_EA,Wholesome Sweeteners,2019-07-14 23:26
Sucre d’érable,6.78,21124861_EA,Lantic,2019-07-14 23:26
Flocons d’érable,6.78,21124857_EA,Lantic,2019-07-14 23:26
Sucre de noix de coco biologique,6.98,20600658_EA,Wholesome Sweeteners,2019-07-14 23:26
Édulcorant aux fruits Monk,6.98,20874009_EA,Krisda,2019-07-14 23:26
Édulcorant à la stévia,6.99,20737431_EA,Sugar Twin,2019-07-14 23:26
mélange de fruits séchés sucrés tropical avec mangue, ananas, noix de coco et gingembre,6.99,21021612_EA,le Choix du Président,2019-07-14 23:26
mélange de fruits séchés sucrés baies et cerises avec canneberges, cerises, bleuets, cerises de terre et baies du lyciet,6.99,21021662_EA,le Choix du Président,2019-07-14 23:26
Édulcorant granulé sans calories,7.0,20788827_EA,sans nom,2019-07-14 23:26
Sucre de canne doré,7.48,20901544_EA,Camino,2019-07-14 23:26
Colorant alimentaire rouge,2.98,20305282001_EA,Club House,2019-07-14 23:26
Colorant alimentaire néon,2.98,20037335002_EA,Club House,2019-07-14 23:26
Colorant alimentaire assorti,2.98,20037335001_EA,Club House,2019-07-14 23:26
Colorant alimentaire vert,2.98,20305282002_EA,Club House,2019-07-14 23:26
Extrait pur d’amande,3.38,20689951_EA,Club House,2019-07-14 23:26
Extrait de vanille,3.49,20430176_EA,sans nom,2019-07-14 23:26
Extrait de vanille française artificiel,3.98,20811296001_EA,Club House,2019-07-14 23:26
Extrait pur citron,3.99,20921997_EA,J.R. Watkins,2019-07-14 23:26
Crème de Tartre,4.98,21034354_EA,Club House,2019-07-14 23:26
Assaisonnement Épices à Bière,4.98,20999877_EA,Weber,2019-07-14 23:26
Extrait pur d’amande,4.99,20921964_EA,J.R. Watkins,2019-07-14 23:26
Extrait pur citron,5.29,20295898001_EA,Club House,2019-07-14 23:26
Extrait de noix de coco,5.29,20295898010_EA,Club House,2019-07-14 23:26
Extrait de menthe poivrée et de menthe pure,5.29,20686084_EA,Club House,2019-07-14 23:26
Extrait de vanille,5.68,20017712_EA,Club House,2019-07-14 23:26
Ail émincé,6.78,21013899_EA,le Choix du Président,2019-07-14 23:26
Extrait de vanille artificielle de qualité,6.98,20145663_EA,Club House,2019-07-14 23:26
Extrait de vanille artificielle,7.99,20079183_EA,sans nom,2019-07-14 23:26
Extrait de vanille pur,8.98,20921865_EA,J.R. Watkins,2019-07-14 23:26
Extrait de vanille pur,8.98,20061848_EA,Club House,2019-07-14 23:26
Extrait pur de vanille,19.98,20134601_EA,Club House,2019-07-14 23:26
Grains de chocolat mi-sucré pur,2.98,20002659_EA,sans nom,2019-07-14 23:26
Cacao,2.98,21038114_EA,sans nom,2019-07-14 23:26
mélange de graines de tournesol, de graines de citrouille et de super graines,2.98,21024070_EA,le Choix du Président,2019-07-14 23:26
P‚pites de chocolat au lait Le D‚cadent,3.38,20430272_EA,le Choix du Président,2019-07-14 23:26
Brisures de chocolat mi-sucré Le Décadent,3.38,20011473_EA,le Choix du Président,2019-07-14 23:26
morceaux de chocolat le dã©cad,3.38,20302302_EA,le Choix du Président,2019-07-14 23:26
mini brisures de chocolat mi-sucré le décadent,3.38,21069789_EA,le Choix du Président,2019-07-14 23:26
Brisures de tourbillon de chocolat Le Décadent,3.38,20301124_EA,le Choix du Président,2019-07-14 23:26
Brisures de chocolat blanc Le Décadent,3.38,20303261_EA,le Choix du Président,2019-07-14 23:26
Brisures de chocolat au lait,3.48,21169391_EA,None,2019-07-14 23:26
Pépites de chocolat mi-sucré,3.48,21169399_EA,None,2019-07-14 23:26
Chocolat au lait Chipits,3.68,20322910001_EA,Hershey’s,2019-07-14 23:26
Pépites de chocolat noir,3.68,20304614002_EA,Hershey’s,2019-07-14 23:26
Biscuits aux pépites de caramel CHIPITS SKOR,3.68,20322910004_EA,Hershey’s,2019-07-14 23:26
Pépites miniatures de chocolats Chipits,3.68,20304614001_EA,Hershey’s,2019-07-14 23:26
Morceaux Chipits pour cuisson, chocolat noir,3.68,21116348_EA,Hershey’s,2019-07-14 23:26
Caramel au beurre Chipits,3.68,20322910005_EA,Hershey’s,2019-07-14 23:26
Chocolat pour cuisson,3.88,20087146_EA,sans nom,2019-07-14 23:26
Poudre à pâte,3.99,20604833_EA,Fleischmann’s,2019-07-14 23:26
Cacao Naturel 226 g,4.18,21105381_EA,Hershey’s,2019-07-14 23:26
Fondue au chocolat au lait,4.49,20141878001_EA,Canton,2019-07-14 23:26
Fondue au chocolat noir,4.49,20141878002_EA,Canton,2019-07-14 23:26
Carrés de chocolat blanc Baker’s,4.88,20296971001_EA,None,2019-07-14 23:26
Chocolat mi-sucré en gros morceaux,4.98,20099034002_EA,Enjoy Life,2019-07-14 23:26
Pépites de chocolat mi-sucré,4.98,20099034001_EA,Enjoy Life,2019-07-14 23:26
Cacao, format Club,5.48,21039704_EA,sans nom,2019-07-14 23:26
Pépites de chocolat mi-sucré,5.48,20601349_EA,Cocoa Camino,2019-07-14 23:26
Fondue 100 % Chocolat Noir Classique Noir,7.88,21042767_EA,None,2019-07-14 23:26
Fondue au Chocolat au Lait Caramel Fleur de Sel,7.88,21042709_EA,None,2019-07-14 23:26
Brisures de chocolat mi-sucré Le Décadent,8.48,20588353_EA,le Choix du Président,2019-07-14 23:26
Brisures de chocolat au lait Le décadent,8.48,20430430_EA,le Choix du Président,2019-07-14 23:26
Pépites de chocolat mi-sucrées.,8.98,20721016_EA,Krisda,2019-07-14 23:26
Chipits Grains de Chocolat au Lait,10.98,21037967_EA,Hershey’s,2019-07-14 23:26
Chipits Grains de Chocolat Pur Mi-Sucré,10.98,21035422_EA,Hershey’s,2019-07-14 23:26
Chipits Biscuits Double Chocolat Grains de Chocolat Noir,10.98,21104572_EA,Hershey’s,2019-07-14 23:26
Brisures de chocolat au lait,11.49,20430906001_EA,Freddo,2019-07-14 23:26
Fondue 100 % Chocolat au Lait Classique Lait,12.98,21042720_EA,None,2019-07-14 23:26
Fondue 100 % Chocolat Noir Classique Noir,12.98,21042732_EA,None,2019-07-14 23:26
brisures de chocolat mi-sucré le décadent,14.48,21025987_EA,le Choix du Président,2019-07-14 23:26
Dinde Simplement bon,6.0,20682966_EA,le Choix du Président,2019-07-14 23:26
Jambon Forêt-Noire fumé Simplement bon,6.0,20682855_EA,le Choix du Président,2019-07-14 23:26
Jambon au miel Simplement bon,6.0,20682859_EA,le Choix du Président,2019-07-14 23:26
poitrine de dinde rôtie au four à saveur de miel et érable pc simplement,6.0,20794753_EA,le Choix du Président,2019-07-14 23:26
Pâtes en forme de lapin avec fromage,2.28,20316187002_EA,Annies,2019-07-14 23:26
Coquilles de riz et cheddar blanc Annie’s,2.28,20944957_EA,Annies,2019-07-14 23:26
Macaroni au fromage, cheddar doux classique,2.28,20971517_EA,Annies,2019-07-14 23:26
Pâtes, coquillettes avec cheddar,2.28,20811201_EA,Annies,2019-07-14 23:26
Coquilles au cheddar blanc,2.28,20316187001_EA,Annies,2019-07-14 23:26
Quinoa et grains anciens,2.98,20874822_EA,Casbah,2019-07-14 23:26
Quinoa grains entiers,3.98,20707421002_EA,Casbah,2019-07-14 23:26
quinoa doré et noir,3.98,20437121_EA,le Choix du Président,2019-07-14 23:26
Macaronis au fromage de luxe à la sauce Alfredo,4.48,20939614_EA,Daiya,2019-07-14 23:26
Macaronis au fromage de luxe à la sauce cheddar,4.48,20939529_EA,Daiya,2019-07-14 23:26
Riz brun � grains longs,4.48,21166890_EA,le Choix du Président,2019-07-14 23:26
Riz blanc � grains longs,4.98,21166857_EA,le Choix du Président,2019-07-14 23:26
M�lange de riz brun et de riz sauvage biologiques,5.48,21166921_EA,le Choix du Président,2019-07-14 23:26
Riz brun � grains longs,7.48,21166775_EA,le Choix du Président,2019-07-14 23:26
Macaroni au fromage, cheddar blanc,7.98,21112063_EA,Annies,2019-07-14 23:26
Macaroni au fromage, cheddar classique,7.98,21112068_EA,Annies,2019-07-14 23:26
Quinoa blanc biologique,8.98,20896197_EA,le Choix du Président,2019-07-14 23:26
quinoa,14.98,20996531_EA,le Choix du Président,2019-07-14 23:26
Pain aux céréales anciennes biologiques germées Big Red’s Bread,4.98,20821487002_EA,Silver Hills,2019-07-14 23:26
chapelure nature sans gluten,4.79,20832719_EA,le Choix du Président,2019-07-14 23:26
Gaufres sans gluten aux épices à citrouille,4.98,20821494_EA,Nature’s Path,2019-07-14 23:26
Muffins anglais de première qualité sans gluten,6.98,20157070_EA,Glutino,2019-07-14 23:26
Saucisses fumées Simplement bon,4.48,20655298_EA,le Choix du Président,2019-07-14 23:26
Saucisses de porc italiennes douces,5.98,20119782_EA,le Choix du Président,2019-07-14 23:26
Saucisses au miel et à l’ail Simplement bon,5.98,20519917_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc pour le déjeuner originales pc simplement,5.98,20720612_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc italiennes piquantes pc simplement,5.98,20562167_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc à l'érable pour le déjeuner pc simplement,5.98,20521370_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc bangers pc simplement,5.98,20744442_EA,le Choix du Président,2019-07-14 23:26
Jambon räóìti sur pierre Menu bleu,6.0,20303394_EA,le Choix du Président,2019-07-14 23:26
Jambon Forêt-Noire fumé Simplement bon,6.0,20682855_EA,le Choix du Président,2019-07-14 23:26
Jambon au miel Simplement bon,6.0,20682859_EA,le Choix du Président,2019-07-14 23:26
Saucisses fumées Simplement bon,4.48,20655298_EA,le Choix du Président,2019-07-14 23:26
Saucisses de porc italiennes douces,5.98,20119782_EA,le Choix du Président,2019-07-14 23:26
Saucisses au miel et à l’ail Simplement bon,5.98,20519917_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc pour le déjeuner originales pc simplement,5.98,20720612_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc italiennes piquantes pc simplement,5.98,20562167_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc à l'érable pour le déjeuner pc simplement,5.98,20521370_EA,le Choix du Président,2019-07-14 23:26
saucisses de porc bangers pc simplement,5.98,20744442_EA,le Choix du Président,2019-07-14 23:26
Jambon räóìti sur pierre Menu bleu,6.0,20303394_EA,le Choix du Président,2019-07-14 23:26
Dinde Simplement bon,6.0,20682966_EA,le Choix du Président,2019-07-14 23:26
Jambon Forêt-Noire fumé Simplement bon,6.0,20682855_EA,le Choix du Président,2019-07-14 23:26
Jambon au miel Simplement bon,6.0,20682859_EA,le Choix du Président,2019-07-14 23:26
poitrine de dinde rôtie au four à saveur de miel et érable pc simplement,6.0,20794753_EA,le Choix du Président,2019-07-14 23:26
Demi-jambon Simplement bon,9.99,20682690_EA,le Choix du Président,2019-07-14 23:26
Simplement Bon Hauts de cuisses de poulet refroidi à l’air  sans peau,10.49,20188038_KG,le Choix du Président,2019-07-14 23:26
Burgers au bœuf Angus Simplement bon,11.98,20862651_EA,le Choix du Président,2019-07-14 23:26
Farce maison,5.48,20870551_EA,Butterball,2019-07-14 23:26
Dinde Simplement bon,6.0,20682966_EA,le Choix du Président,2019-07-14 23:26
poitrine de dinde rôtie au four à saveur de miel et érable pc simplement,6.0,20794753_EA,le Choix du Président,2019-07-14 23:26
Simplement Bon Hauts de cuisses de poulet refroidi à l’air  sans peau,10.49,20188038_KG,le Choix du Président,2019-07-14 23:26
rôti de poitrine de dinde facile à découper avec farce aux canneberges et sauce,14.99,20822446_EA,le Choix du Président,2019-07-14 23:26
Dinde entière de catégorie A surgelée (3 à 5 kg),19.32,20068076_KG,None,2019-07-14 23:26
Dinde surgelée,19.4,20042132_KG,None,2019-07-14 23:26
Dinde entière surgelée,27.61,20104805_KG,None,2019-07-14 23:26
Dinde entière de catégorie A (5 à 7 kg),28.98,20103952_KG,None,2019-07-14 23:26
Dinde entière (3 à 5 kg),30.76,20049217_KG,Butterball,2019-07-14 23:26
Dinde, infusée au beurre 3-5 kg,30.76,20992433_KG,le Choix du Président,2019-07-14 23:26
Dinde surgelée farcie et infusée au beurre,36.78,20992444_KG,le Choix du Président,2019-07-14 23:26
Dinde de catégorie A surgelée (7 à 9 kg),38.64,20085619_KG,None,2019-07-14 23:26
dinde facile à découper avec farce aux canneberges,44.99,20822448_EA,le Choix du Président,2019-07-14 23:26
jeune dindon infusé au beurre avec deux farces,45.99,20985202_KG,le Choix du Président,2019-07-14 23:26
Dinde, infusée au beurre ,46.14,20992514_KG,le Choix du Président,2019-07-14 23:26
Dinde entière de catégorie A (5 à 7 kg),46.14,20118435_KG,Butterball,2019-07-14 23:26
Dinde entière de catégorie A (9 à 11 kg),48.3,20095387_KG,None,2019-07-14 23:26
Dinde de catégorie A surgelée (11 kg et plus),57.96,20166983_KG,None,2019-07-14 23:26
Dinde farcie surgelée,61.52,20020783_KG,Butterball,2019-07-14 23:26
Dinde, infusée au beurre 7-9 kg,61.52,20992448_KG,le Choix du Président,2019-07-14 23:26
Dinde entière surgelée (7 à 9 kg),61.52,20175382_KG,Butterball,2019-07-14 23:26
Dinde entière de catégorie A (9 à 11 kg),76.9,20100469_KG,Butterball,2019-07-14 23:26
Dinde, infusée au beurre 9-11 kg,76.9,20992428_KG,le Choix du Président,2019-07-14 23:26
Dinde farcie surgelée (5 à 7 kg),92.28,20181246_KG,Butterball,2019-07-14 23:26
Burgers au bœuf Angus Simplement bon,11.98,20862651_EA,le Choix du Président,2019-07-14 23:26
Fromage mozzarella partiellement écrémé biologique,5.0,20315182001_EA,le Choix du Président,2019-07-14 23:26
Fromage cheddar mi-fort biologique,5.0,20039037_EA,le Choix du Président,2019-07-14 23:26
Fromage mozarella en tranches Earth Island,6.98,20905313002_EA,None,2019-07-14 23:26
Cheddar en tranches, Earth Island,6.98,20905313001_EA,None,2019-07-14 23:26
bio noix de coco kefir,4.48,21105766_EA,le Choix du Président,2019-07-14 23:27
Kéfir nature Biologique,4.48,20790365001_EA,Liberté,2019-07-14 23:27
Yogourt biologique nature 0 %,4.48,20309394002_EA,Liberté,2019-07-14 23:27
Yogourt biologique à la vanille 2 %,4.48,20790253_EA,Liberté,2019-07-14 23:27
Yogourt grec nature,4.69,20774037001_EA,le Choix du Président,2019-07-14 23:27
crème sure 14 % m.g.,4.98,21021374_EA,le Choix du Président,2019-07-14 23:27
Yogourt au lait de chèvre, fraise, 4,9 %,4.98,20913902002_EA,Riviera,2019-07-14 23:27
Yogourt Skyr 0% MF nature,4.98,21170510_EA,le Choix du Président,2019-07-14 23:27
Yogurt biologique, figue 3,2 % M.G.,4.99,20915301001_EA,Riviera,2019-07-14 23:27
Yogourt à l’abricot biologique, 3,2 %,4.99,20915301002_EA,Riviera,2019-07-14 23:27
Yogourt au lait de noix de coco Vegan Delight, vanille,5.0,21184636_EA,Riviera,2019-07-14 23:27
Yogourt au lait de noix de coco Vegan Delight, nature,5.0,21184634_EA,Riviera,2019-07-14 23:27
Kéfir biologique fraise,5.28,20810199003_EA,Liberté,2019-07-14 23:27
Emballage groupé de yogourts Soygo,5.28,20789334_EA,Yoso,2019-07-14 23:27
Yogourt grec nature biologique 0 %,5.68,20790266002_EA,Liberté,2019-07-14 23:27
Yogourt grec biologique à la vanille 0 %,5.68,20347978002_EA,Liberté,2019-07-14 23:27
Yogourt de noix de coco de culture, vanille sans sucre,5.98,20996281_EA,Silk,2019-07-14 23:27
Yogourt au lait de chèvre, nature, 4,9 %,6.48,20977480_EA,Riviera,2019-07-14 23:27
Organic Brown Eggs,3.59,20821510001_EA,None,2019-07-14 23:27
œufs pondus en liberté,6.48,20813711001_EA,le Choix du Président,2019-07-14 23:27
Jus de pamplemousse sans pulpe 100 % de la Floride,6.98,20107760003_EA,le Choix du Président,2019-07-14 23:27
Jus d’orange de Floride sans pulpe 100 %,6.98,20107760001_EA,le Choix du Président,2019-07-14 23:27
Boisson de soya pour café originale,2.28,20118561001_EA,Silk,2019-07-14 23:27
Colorant à café aux amandes saveur de vanille,2.28,20861935_EA,Silk,2019-07-14 23:27
Colorant vanille et noix de coco,2.28,20973397_EA,Silk,2019-07-14 23:27
Crème nordique biologique, 35 % M.G.,5.69,20971499_EA,Nutrinor,2019-07-14 23:27
Lait biologique filtré 2 %,5.78,20138158_EA,Natrel,2019-07-14 23:27
Lait biologique filtré 1 %,5.78,20090506_EA,Natrel,2019-07-14 23:27
Lait biologique filtré 3,8 %,5.98,20167901_EA,Natrel,2019-07-14 23:27
Lait Partiellement Écrémé Biologique 2% M.G. 3 x,6.08,21054981_EA,Organic Meadow,2019-07-14 23:27
